id,titulo,ano,genero,nota,votos,orcamento,receita,diretor,poster,sinopse,duracao,popularidade
1246049,Drácula - Uma História de Amor Eterno,2025-07-30,Terror,7.23,1426,52000000,42415061,Luc Besson,https://image.tmdb.org/t/p/w500/eypGGvlpSiEpbeGkczyJCKboS4F.jpg,"No século XV, o príncipe Vlad II perde o seu amor, a princesa Elisabeta. Tomado pela dor, rejeita a Deus e herda uma maldição eterna: vira o Conde Drácula, um vampiro condenado a vagar pelos séculos na esperança de reencontrar a amada.",129,16.9881
27,9 Canções,2004-07-16,Drama,5.539,593,1000000,1574623,Michael Winterbottom,https://image.tmdb.org/t/p/w500/91O7z0vo7MiNWd5xD2BoivwbQsb.jpg,"Londres, verão de 2003. Matt conhece Lisa, uma jovem estudante americana, em meio a um show. Eles logo se apaixonam, vivendo um intenso relacionamento sexual entremeado por vários shows que acompanham.",71,16.9858
1086268,Тrоје,2023-03-01,Drama,6.5,2,0,0,Petar Pašić,https://image.tmdb.org/t/p/w500/5mKQPfSpfR0BleflXfV5tyfsh3c.jpg,,97,16.9643
777443,The Electric State,2025-02-24,Ação,6.478,1753,320000000,0,Joe Russo,https://image.tmdb.org/t/p/w500/mUBxeBpI5xg66YhLJxg8Ppv0ArW.jpg,"Uma adolescente órfã pega a estrada com um robô misterioso em busca do irmão há muito tempo desaparecido, encontrando no caminho um contrabandista e seu ajudante hilário.",125,16.9436
35,Os Simpsons: O Filme,2007-07-25,Animação,7.024,8665,75000000,527068851,David Silverman,https://image.tmdb.org/t/p/w500/vTutCMTUTRw8PQAxn21X8hCxVnp.jpg,"Homer deve salvar o mundo de uma catástrofe que ele mesmo criou. Tudo começa com Homer, seu novo porco de estimação, e um silo cheio de excrementos, uma combinação que desencadeia um desastre como Springfield nunca experimentou.",87,16.9345
242,O Poderoso Chefão: Parte III,1990-12-25,Crime,7.419,6988,54000000,136766062,Francis Ford Coppola,https://image.tmdb.org/t/p/w500/y8GROCjgD8amoFufSx2USKrOy7d.jpg,"Don Michael Corleone está envelhecendo e, com a ajuda do sobrinho Vicente Mancini, busca a legitimação dos interesses da família, em Nova York e na Itália, antes de sua morte. Mas seu protegido não está só interessado em parte do império da família. Ele também deseja a filha de Michael, Mary.",162,16.9308
438148,Minions 2: A Origem de Gru,2022-06-29,Animação,7.257,4113,85000000,940203765,Kyle Balda,https://image.tmdb.org/t/p/w500/iTP3mMw0AoqmScYzDoMmYeKxYe.jpg,"A continuação das aventuras dos Minions, sempre em busca de um líder tirânico. Dessa vez, eles ajudam um Gru ainda criança, descobrindo como ser vilão.",87,16.9287
855,Falcão Negro em Perigo,2001-12-28,Ação,7.398,6506,92000000,172989651,Ridley Scott,https://image.tmdb.org/t/p/w500/mwlZSgXxX0XrRGP7gMLdJxlrOTY.jpg,"Em outubro de 1993, durante a guerra civil da Somália, uma força de elite americana é enviada para capturar generais locais. Porém, após dois helicópteros serem derrubados, o que deveria ser uma operação simples se torna uma extensa batalha.",145,16.9242
100402,Capitão América: O Soldado Invernal,2014-03-20,Ação,7.654,20318,170000000,714766572,Joe Russo,https://image.tmdb.org/t/p/w500/9sTDXtIIfHza1rAbmHU2djyzEXA.jpg,"Após os eventos catastróficos em Nova York com Os Vingadores, Steve Rogers segue tentando se ajustar ao mundo moderno. Porém, quando um colega da agência S.H.I.E.L.D. é atacado, Steve se vê preso em uma rede de intrigas que ameaça colocar o mundo em risco. Em parceria com a Viúva Negra e Falcão, seu novo aliado, o Capitão América tem que enfrentar um misterioso e inesperado inimigo, o Soldado Invernal.",136,16.9092
13475,Star Trek,2009-05-06,Ficção científica,7.437,10660,150000000,386839614,J.J. Abrams,https://image.tmdb.org/t/p/w500/pSAft4hYskVLuTwjaO2bA90K8iP.jpg,"Está tudo pronto para a viagem inaugural da nave espacial mais moderna já criada: a USS Enterprise. Sua jovem tripulação tem uma missão importante: encontrar uma maneira de deter o malvado Nero que, motivado pela vingança, ameaça toda a humanidade. Mas o destino da galáxia está nas mãos de dois jovens rivais, que nasceram em mundos diferentes. Um deles, Tiberius James Kirk, é humano, em busca de emoções e um líder nato. O outro, Spock, meio humano e meio vulcano, é desprezado pelos vulcanos por suas emoções humanas.",127,16.9052
580489,Venom: Tempo de Carnificina,2021-09-30,Ficção científica,6.734,11342,110000000,506863592,Andy Serkis,https://image.tmdb.org/t/p/w500/h5UzYZquMwO9FVn15R2eK2itmHu.jpg,"Em busca de seu próximo furo de reportagem, o jornalista Eddie Brock consegue uma entrevista exclusiva com Cletus Kasady, um assassino no corredor da morte, que descobre o segredo de Eddie e se torna o hospedeiro de Carnificina, um simbionte aterrorizante e ameaçador. Eddie e Venom precisam superar sua relação atribulada e trabalhar em conjunto para derrotar Carnificina.",97,16.8954
609681,As Marvels,2023-11-08,Ficção científica,5.921,3562,274800000,206136825,Nia DaCosta,https://image.tmdb.org/t/p/w500/wpp5KIwjtrKoWj5H0TSsJdqsDx7.jpg,"Quando suas obrigações a levam a uma fenda espacial anômala ligada a um revolucionário Kree, os poderes de Carol Danvers, a Capitã Marvel, se entrelaçam aos de Kamala Khan, a Ms. Marvel, e aos da sobrinha de Carol, astronauta da S.A.B.E.R., Capitã Monica Rambeau. Juntas, esse trio improvável deve ser unir para salvar o universo como ""As Marvels"".",156,16.8938
311,Era Uma Vez na América,1984-05-23,Drama,8.374,6152,30000000,5500000,Sergio Leone,https://image.tmdb.org/t/p/w500/ojfEiNOBX7eqh4fDhRhNDTwb38R.jpg,"Depois de crescer no gueto judeu de Nova Iorque e se destacar no crime organizado da Era da Proibição, um gângster de idade retorna a Brooklyn para enfrentar seu passado.",229,16.892
546554,Entre Facas e Segredos,2019-11-27,Comédia,7.841,14339,40000000,312897920,Rian Johnson,https://image.tmdb.org/t/p/w500/9H8PNc4JJRjPnfSh8gGukD0CbqQ.jpg,"Após comemorar 85 anos de idade, o famoso escritor de histórias policiais Harlan Thrombey é encontrado morto dentro de sua propriedade. Logo, o detetive Benoit Blanc é contratado para investigar o caso e descobre que, entre os funcionários misteriosos e a família conflituosa de Harlan, todos podem ser considerados suspeitos do crime.",131,16.8684
915935,Anatomia de uma Queda,2023-08-23,Thriller,7.512,3418,6600000,36000000,Justine Triet,https://image.tmdb.org/t/p/w500/woXYl0DJTx6TsfYWPkSfNHTsoOx.jpg,"Uma mulher é suspeita do assassinato de seu marido, e seu filho cego enfrenta um dilema moral como única testemunha.",151,16.8366
420818,O Rei Leão,2019-07-12,Aventura,7.092,10858,260000000,1662020819,Jon Favreau,https://image.tmdb.org/t/p/w500/wrHr8eEJYDAA7WYybyH162s4oZ4.jpg,"Simba é um jovem leão cujo destino é se tornar o rei da selva. Entretanto, uma armadilha elaborada por seu tio Scar faz com que Mufasa, o atual rei, morra ao tentar salvar o filhote. Consumido pela culpa, Simba deixa o reino rumo a um local distante, onde encontra amigos que o ensinam a mais uma vez ter prazer pela vida.",118,16.8233
1716513,Extreme Makeover: Homer Edition,2026-06-17,Animação,7.203,64,0,0,Matthew Nastuk,https://image.tmdb.org/t/p/w500/vim76mMXig00YRxN2iGYJASoGkP.jpg,,48,16.8203
399579,Alita: Anjo de Combate,2019-01-31,Ação,7.272,10280,170000000,405000000,Robert Rodriguez,https://image.tmdb.org/t/p/w500/xUOP8nSOcwymKeOS9L4iJbLXG74.jpg,"Abandonada em um ferro-velho de Iron City, a ciborgue Alita é encontrada pelo cientista Dyson Ido. Revitalizada, ela acorda sem memória e reconhecimento do mundo em que se encontra. Determinada a conhecer seu passado e explorar suas habilidades surpreendentes de luta, Alita se torna uma poderosa caçadora de recompensas, combatendo forças mortais.",122,16.7979
24086,O Garoto Que Podia Voar,1986-08-15,Drama,6.3,147,0,7177431,Nick Castle,https://image.tmdb.org/t/p/w500/74L3knV7hNM3yahko0omnQ62B4i.jpg,"Milly, Louis e sua mãe recém-viúva, Charlene, mudam-se para um novo bairro. Ao chegarem lá, todos lidam com uma variedade de problemas pessoais, mas Milly encontra um amigo em Eric, seu vizinho autista. Eric é fascinado por voar e, à medida que a história avança, ele exerce uma força cativante de mudança em todos os que o cercam.",114,16.7927
952079,초대받은 배달부 2,2022-03-11,Romance,7.0,1,0,0,Lee Sang-soo,https://image.tmdb.org/t/p/w500/41Q9zWeeZXJguvrSmZGDgci1cbB.jpg,,83,16.7901
1232449,Corações Jovens,2024-10-26,Drama,8.567,304,0,136344,Anthony Schatteman,https://image.tmdb.org/t/p/w500/o6HgnIbvKzitcwzmX3AmBjwxgMO.jpg,"Elias desenvolve sentimentos por seu novo vizinho Alexander. Ele logo percebe que está se apaixonando pela primeira vez. As interações com seus amigos e familiares trazem mais perguntas do que respostas. Confuso com seus sentimentos, Elias tenta resolver seu caos interior para provar que merece o coração de Alexander.",99,16.7894
118,A Fantástica Fábrica de Chocolate,2005-07-13,Aventura,7.038,16300,150000000,475000000,Tim Burton,https://image.tmdb.org/t/p/w500/vSl1u0z4TCKL4VPVyr6KDtZibYT.jpg,"Willy Wonka é o excêntrico dono da maior fábrica de doces do planeta, que decide realizar um concurso mundial para escolher um herdeiro para seu império. Cinco crianças de sorte, entre elas Charlie Bucket, encontram um convite dourado em barras de chocolate Wonka e com isso ganham uma visita guiada pela lendária fábrica de chocolate, que não era visitada por ninguém há quinze anos.",111,16.7722
338953,Animais Fantásticos: Os Segredos de Dumbledore,2022-04-06,Fantasia,6.626,5202,200000000,407200000,David Yates,https://image.tmdb.org/t/p/w500/jIyTuxNB3lHxmx8YlmOf3X5A7l7.jpg,"O professor Alvo Dumbledore sabe que o poderoso mago das trevas Gellert Grindelwald está se movimentando para assumir o controle do mundo mágico. Incapaz de detê-lo sozinho, ele pede ao magizoologista Newt Scamander para liderar uma intrépida equipe de bruxos, bruxas e um corajoso padeiro trouxa em uma missão perigosa, em que eles encontram velhos e novos animais fantásticos e entram em conflito com a crescente legião de seguidores de Grindelwald. Mas com tantas ameaças, quanto tempo poderá Dumbledore permanecer à margem do embate?",142,16.7501
270946,Os Pinguins de Madagascar - O Filme,2014-11-22,Família,6.542,4553,132000000,373515621,Simon J. Smith,https://image.tmdb.org/t/p/w500/w9jno0ySammISRGvc0RZREjYUvg.jpg,"Os valentes pinguins Capitão, Kowalski, Rico e Recruta se unem a uma força de elite, chamada Vento do Norte, para impedir que o vilão Dr. Octavius Brine acabe com os pinguins do mundo todo.",92,16.6949
120467,O Grande Hotel Budapeste,2014-02-26,Comédia,8.025,16385,30000000,174600318,Wes Anderson,https://image.tmdb.org/t/p/w500/yabOguSrb8ffUXCkI6t8Rw7xtSh.jpg,"No período entre as duas guerras mundiais, o famoso gerente de um hotel europeu conhece um jovem empregado e os dois tornam-se melhores amigos. Entre as aventuras vividas pelos dois, constam o roubo de um famoso quadro do Renascimento, a batalha pela grande fortuna de uma família e as transformações históricas durante a primeira metade do século XX.",100,16.6769
146233,Os Suspeitos,2013-09-19,Drama,8.106,13359,46000000,122127446,Denis Villeneuve,https://image.tmdb.org/t/p/w500/30YtzPOimO7eG30r8K8rUkqTGNj.jpg,"Depois que sua filha de seis anos e uma amiga dela são sequestradas, Keller Dove, um carpinteiro de Boston, enfrenta o departamento de polícia e o jovem detetive encarregado do caso para fazer justiça com as próprias mãos.",153,16.6658
1387382,Temporada de Sangue,2025-12-05,Ação,7.419,416,0,0,Raja Collins,https://image.tmdb.org/t/p/w500/fDXOdFhBoUNyY7GsM11z7EfKk68.jpg,"Um pai solteiro fará de tudo para proteger sua filha de 13 anos do mundo corrupto que a cerca, enfrentando ameaças que testam seus limites enquanto luta para garantir a ela um futuro mais seguro.",93,16.6542
38,Brilho Eterno de uma Mente sem Lembranças,2004-03-19,Ficção científica,8.089,16603,20000000,72258126,Michel Gondry,https://image.tmdb.org/t/p/w500/zqbwK2ugTPauBQwzcNAM3PxVoww.jpg,"Joel se surpreende ao saber que seu amor verdadeiro, Clementine, o apagou completamente de sua memória. Ele decide fazer o mesmo, mas muda de ideia. Preso dentro da própria mente enquanto os especialistas se mantêm ocupados em seu apartamento, Joel precisa avisá-los para parar.",108,16.6533
1281195,Truly Naked,2026-04-15,Drama,6.8,10,0,0,Muriel d'Ansembourg,https://image.tmdb.org/t/p/w500/y23B9EnC0LDw8zMKlpXJauyLH7k.jpg,,102,16.6143
7220,O Justiceiro,2004-04-15,Ação,6.38,3240,33000000,54700105,Jonathan Hensleigh,https://image.tmdb.org/t/p/w500/9RQ6LDA2NG97cxL2bLw1O2R2nkp.jpg,"Após ter sua esposa e filho assassinados, Frank Castle decidiu por dedicar sua vida a eliminar o crime das ruas da cidade em que vive. Para tanto, Castle não apenas persegue os bandidos como também os elimina, usando sua experiência como agente secreto do FBI. Seu novo alvo é Howard Saint, um homem ligado ao submundo do crime que decide se vingar da sociedade após ter seu filho morto.",124,16.6125
530385,Midsommar: O Mal Não Espera a Noite,2019-07-03,Terror,7.145,8314,9000000,48498408,Ari Aster,https://image.tmdb.org/t/p/w500/hR4dXPlWq5Nekwjqbp3gFGeiiZS.jpg,"Dani e Christian formam um jovem casal americano com um relacionamento prestes a desmoronar. Mas depois que uma tragédia familiar os mantém juntos, Dani, que está de luto, convida-se para se juntar a Christian e seus amigos em uma viagem para um festival de verão único em uma remota vila sueca. O que começa como férias despreocupadas de verão em uma terra de luz eterna toma um rumo sinistro quando os moradores do vilarejo convidam o grupo a participar de festividades que tornam o paraíso pastoral cada vez mais preocupante e visceralmente perturbador.",148,16.6088
137,Feitiço do Tempo,1993-02-11,Romance,7.635,9073,14600000,71108778,Harold Ramis,https://image.tmdb.org/t/p/w500/rhiOgetrHuYAIJkGjReCDkbEBJ5.jpg,"Phil, um arrogante meteorologista de um canal de televisão, fica preso em uma espécie de túnel do tempo, condenado a reviver indefinidamente o mesmo dia até que mude suas atitudes.",101,16.6002
82690,Detona Ralph,2012-11-01,Família,7.361,13244,165000000,471222889,Rich Moore,https://image.tmdb.org/t/p/w500/9OGpoSaGGwbWSFQVFaVGakLyaoK.jpg,"Ralph está cansado de ser desprezado no seu próprio jogo de fliperama. Para ganhar a atenção do herói Felix e todos os outros personagens, o vilão tem um plano e sai em busca de uma medalha, com a intenção de provar o seu valor.",108,16.5804
73861,A Serbian Film - Terror sem Limites,2010-01-06,Crime,5.45,2250,0,0,Срђан Спасојевић,https://image.tmdb.org/t/p/w500/r7MR0GmKe4pE0OX43LXMztNz8Z8.jpg,"Milos (Srdjan Todorovic), um ator pornô aposentado, é convidado a participar de um filme erótico de arte. Como enfrenta problemas financeiros ele aceita a oferta, sem imaginar que está entrando num ""snuff movie"" da sua própria vida.",104,16.5654
1301310,Zombies of the Third Reich,2025-06-10,Terror,3.75,6,0,0,David Gregory,https://image.tmdb.org/t/p/w500/hjrgOWoruk9ea0tXaN8l2gtmkeH.jpg,,75,16.5576
73,A Outra História Americana,1998-07-01,Drama,8.326,12794,20000000,23900000,Tony Kaye,https://image.tmdb.org/t/p/w500/hgvKHv8d9bQEiQV5JE8nx0I2zhr.jpg,"Derek busca vazão para suas agruras tornando-se líder de uma gangue de racistas. A violência o leva a um assassinato, e ele é condenado pelo crime. Três anos mais tarde, ele sai da prisão e tem que convencer seu irmão, que está prestes a assumir a liderança do grupo, a não trilhar o mesmo caminho.",119,16.535
4232,Pânico,1996-12-20,Crime,7.432,8153,14000000,173046663,Wes Craven,https://image.tmdb.org/t/p/w500/cJj2gYzkPFSqYGGOhfLgeANlXkB.jpg,"Após uma série de mortes misteriosas, um grupo de amigos são ameaçados por um assassino. Em uma mistura de emoções fortes e muitos sustos, aqui a única coisa que se pode ter certeza é que todos são vítimas e todos são suspeitos.",111,16.5319
898704,O Leão do Deserto,2026-04-23,História,5.8,25,150000000,742066,Rupert Wyatt,https://image.tmdb.org/t/p/w500/coii4fq9rxNXjBGJzXSyxamEFvY.jpg,"Um ladrão honrado e misterioso, conhecido como Hanzala, se torna inimigo do Imperador Kisra depois de ajudar um rei e uma princesa fugitivos no deserto.",127,16.5154
14161,2012,2009-10-10,Ação,5.89,12928,200000000,791217826,Roland Emmerich,https://image.tmdb.org/t/p/w500/3OyC6YVOrTqXpSjgXQ1L8LDrUFp.jpg,"Bilhões de habitantes da Terra não estão cientes de que o planeta tem uma data de expiração. Com os avisos de um cientista norte-americano, os líderes mundiais começam os preparativos secretos para a sobrevivência de alguns membros da sociedade. Quando o cataclisma global finalmente ocorre, o fracassado escritor Jackson Curtis tenta levar sua família para um lugar seguro quando o mundo começa a desmoronar.",158,16.4858
955,Missão: Impossível 2,2000-05-24,Aventura,6.14,7727,125000000,546388108,John Woo,https://image.tmdb.org/t/p/w500/9KmHXpKouPeW5BTWZZU7Vjqtj57.jpg,"Ethan Hunt retorna para liderar sua equipe em uma missão que pretende capturar um vírus mortal alemão antes que ele seja liberado por terroristas. Sua missão é fazer o impossível, até porque ele não é a única pessoa procurando as amostras da doença. Ele também compete com uma gangue de terroristas internacionais, liderados por um ex-agente que já roubou a cura para o vírus.",123,16.4843
856,Uma Cilada para Roger Rabbit,1988-06-22,Fantasia,7.539,6292,70000000,329800000,Robert Zemeckis,https://image.tmdb.org/t/p/w500/1sNM9NOJrdVhJUkWQkbcekoLiic.jpg,"O detetive de carne e osso Eddie Valiant é contratado para descobrir o que está acontecendo com o coelho Roger Rabbit e sua mulher Jessica, suspeita de infidelidade. Quando Marvin Acme é encontrado morto, Roger é o principal suspeito do crime no mundo real. Para piorar a situação, um vilão quer acabar de uma vez por todas com Roger, Jessica e todos os desenhos animados.",104,16.4706
1241436,Tempo de Guerra,2025-04-09,Guerra,7.072,1569,20000000,34902602,Ray Mendoza,https://image.tmdb.org/t/p/w500/223TDJjnhuQV6cTUlvn6e39s0GA.jpg,"Um pelotão de SEALs da marinha embarca em uma missão perigosa em Ramadi, Iraque, com o caos e a irmandade da guerra recontados por meio de suas memórias do evento.",95,16.4587
766507,O Predador: A Caçada,2022-08-02,Thriller,7.65,7907,65000000,0,Dan Trachtenberg,https://image.tmdb.org/t/p/w500/n2hyhBPIYbwvCSipcawcc8iEAsH.jpg,"Ambientado há 300 anos na Nação Comanche, esta é a história de Naru, uma guerreira destemida e hábil, criada na sombra dos lendários caçadores que habitam as Grandes Planícies. Quando um perigo ameaça seu povo, ela parte para protegê-los. Porém, sua presa é um predador alienígena altamente evoluído munido com armas tecnologicamente avançadas.",99,16.4512
359724,Ford vs Ferrari,2019-11-13,Drama,8.006,9197,97600000,225508210,James Mangold,https://image.tmdb.org/t/p/w500/t8L9dqNMclXJHP0TesPsPS2RvB1.jpg,O designer de carros americano Carroll Shelby e o destemido piloto britânico Ken Miles juntos combatem a interferência corporativa e as leis da física para construir um carro de corrida revolucionário e enfrentar Enzo Ferrari nas 24 horas de Le Mans na França em 1966.,153,16.4459
1539104,JUJUTSU KAISEN: Execução,2025-11-07,Animação,6.049,113,0,44457030,御所園翔太,https://image.tmdb.org/t/p/w500/qg4Qfsr0wWLTkRSIjI04NQzxB3w.jpg,"Yuji Itadori, acompanhado por seus colegas de classe e outros feiticeiros jujutsu de alto nível, entra na briga em um confronto sem precedentes de maldições: o Incidente de Shibuya. No rescaldo, dez colônias em todo o Japão são transformadas em antros de maldições em um plano orquestrado por Noritoshi Kamo, o feiticeiro mais perverso da história.",88,16.4458
601,E.T.: O Extraterrestre,1982-06-11,Aventura,7.519,12173,10500000,797307407,Steven Spielberg,https://image.tmdb.org/t/p/w500/8j5igb0iuV9TYudw9SuMV5GT9K9.jpg,"Um alienígena é deixado para trás na Terra e é salvo por Elliot, um garoto de 10 anos, que decide mantê-lo escondido em sua casa. Enquanto uma força-tarefa caça o extraterrestre, Elliot, seu irmão e sua irmã mais nova, Gertie, formam um vínculo emocional com seu novo amigo e tentam ajudá-lo a encontrar o caminho de casa.",115,16.4306
75656,Truque de Mestre,2013-05-29,Thriller,7.326,17021,75000000,351723989,Louis Leterrier,https://image.tmdb.org/t/p/w500/zZyC1mXEs13adcmU2NibCP0W5F6.jpg,Um agente do F.B.I.  e uma detetive da Interpol rastreiam uma equipe de ilusionistas que realizam assaltos a bancos durante suas apresentações e recompensam seu público com o dinheiro.,116,16.4227
2503,O Ultimato Bourne,2007-08-03,Ação,7.442,8508,70000000,442824138,Paul Greengrass,https://image.tmdb.org/t/p/w500/cCmkrXF2CL9rx9BnQHDGDhQv4pD.jpg,"Procurado pela CIA, o assassino Jason Bourne viaja pelo mundo tentando reconstruir o próprio passado e descobrir a verdadeira identidade.",115,16.4094
75278,Im Gasthaus zum scharfen Hirschen,1975-01-01,Comédia,5.5,13,0,0,Hans Billian,https://image.tmdb.org/t/p/w500/jxjpY37ELEDs77GpBm2CY9VxRZ5.jpg,,85,16.4086
43347,Amor e Outras Drogas,2010-11-22,Drama,7.043,5691,30000000,102800000,Edward Zwick,https://image.tmdb.org/t/p/w500/ddn7w20Z342xycVN9I9Lc0ZnKS4.jpg,"Maggie é uma mulher de espírito livre que não quer se amarrar a alguém de maneira alguma. Ela só não esperava conhecer Jamie, um charmoso vendedor de produtos farmacêuticos que tem todas as mulheres aos seus pés. Aos poucos, o relacionamento evoluiu e ambos descobrem que estão sob a influência da droga mais forte já inventada: o amor.",112,16.4001
1417285,ราคี,2026-02-26,Terror,4.0,2,0,0,Bhanbhassa Dhubthien,https://image.tmdb.org/t/p/w500/vPxVvwMduxySggqEyHpwQNtjbx6.jpg,,105,16.3987
209112,Batman vs Superman: A Origem da Justiça,2016-03-23,Ação,6.009,19238,250000000,874362803,Zack Snyder,https://image.tmdb.org/t/p/w500/vh6pjeGH0GQupLepPCZn5PylcRg.jpg,"Temendo que as ações de um super-herói divino não tenham sido controladas, o formidável e vigoroso vigilante de Gotham City enfrenta o salvador mais reverenciado e moderno de Metrópolis, enquanto o mundo luta com o tipo de herói que realmente precisa. E com Batman e Superman em guerra um contra o outro, uma nova ameaça rapidamente surge, colocando a humanidade em maior perigo do que nunca antes.",182,16.3893
508442,Soul,2020-12-25,Animação,8.09,11634,150000000,121977511,Pete Docter,https://image.tmdb.org/t/p/w500/1G7QNn1sUShae0Rf9k9D99wVFg5.jpg,"Joe Gardner é um professor de música de ensino fundamental desanimado por não conseguir alcançar seu sonho de tocar no lendário clube de jazz The Blue Note, em Nova York. Quando um acidente o transporta para fora do seu corpo, fazendo com que ele exista em outra realidade na forma de sua alma, ele se vê forçado a embarcar em uma aventura ao lado da alma de uma criança que ainda está aprendendo sobre si, para aprender o que é necessário para retomar sua vida.",100,16.3741
615173,A Bruxa - Parte 2: A Colisão,2022-06-15,Ação,7.43,465,0,23068596,박훈정,https://image.tmdb.org/t/p/w500/en0le1j1jdDrAlxeVurp50Pihcm.jpg,"Uma garota acorda em um enorme laboratório secreto e por acidente, conhece uma garota que está tentando proteger sua casa de uma gangue. A garota misteriosa vence a gangue com seus poderes sobrenaturais, e a equipe do laboratório parte para encontrá-la.",137,16.3658
245891,John Wick - De Volta ao Jogo,2014-10-16,Ação,7.462,21180,20000000,86085191,Chad Stahelski,https://image.tmdb.org/t/p/w500/lBcQGk1ygGM2wYmpypFrPp0YohN.jpg,"John Wick é um lendário assassino de aluguel aposentado, lidando com o luto após perder o grande amor de sua vida. Quando um gângster invade sua casa, mata seu cachorro e rouba seu carro, ele é forçado a voltar à ativa e inicia sua vingança.",101,16.3611
259316,Animais Fantásticos e Onde Habitam,2016-11-16,Fantasia,7.309,19893,180000000,809342332,David Yates,https://image.tmdb.org/t/p/w500/sGkt9ekX5cgRYKRIiJM27Xp3piR.jpg,"O ano é 1926 e algo misterioso, que ameaça expor o mundo bruxo, está deixando rastros de destruição nas ruas de Nova York. Newt Scamander chega à cidade durante sua excursão mundial para pesquisar e resgatar criaturas mágicas quando o No-Maj Jacbob Kowalski deixa que alguns desses animais escapem acidentalmente da maleta mágica de Newt. Então um grupo de improváveis heróis precisa recuperá-los antes que eles possam causar mais estragos. Só que a missão desse corajoso grupo está prestes a esbarrar com as poderosas forças das trevas.",132,16.3602
1408208,Exit 8,2025-08-03,Terror,7.001,712,1400000,43892680,川村元気,https://image.tmdb.org/t/p/w500/naszJRWpzgbrR9vdifVoQ9IpNqW.jpg,"Um homem fica preso em uma passagem infinita de metrô e precisa encontrar a Saída 8 para escapar. Para avançar, ele deve observar tudo com atenção: se notar qualquer anomalia, deve voltar imediatamente; se não houver nada estranho, deve continuar. Porém, qualquer erro o faz retornar ao início da jornada. Será que ele alcançará seu objetivo e escapará deste corredor infinito?",95,16.3597
953,Madagascar,2005-05-25,Aventura,6.929,11916,75000000,542064525,Eric Darnell,https://image.tmdb.org/t/p/w500/9OFYnKQBdSfoSunwkImoTtYo9S9.jpg,"O leão Alex é a grande atração do zoológico do Central Park, em Nova York. Ele e seus melhores amigos, a zebra Marty, a girafa Melman e a hipopótamo Gloria, sempre passaram a vida em cativeiro e desconhecem o que é morar na selva. Curioso em saber o que há por trás dos muros do zoo, Marty decide fugir e explorar o mundo. Ao perceberem, Alex, Gloria e Melman decidem partir à sua procura. O trio encontra Marty na estação Grand Central do metrô, mas antes que consigam voltar para casa são atingidos por dardos tranquilizantes e capturados. Embarcados em um navio rumo à África, eles acabam na ilha de Madagascar, onde precisam encontrar meios de sobrevivência em uma selva verdadeira.",86,16.3359
613504,After: Depois da Verdade,2020-09-02,Drama,7.15,5493,14000000,47990414,Roger Kumble,https://image.tmdb.org/t/p/w500/aduKXG7H0z0osY8KNQjcLB3cWO5.jpg,"Após descobrir sobre a aposta, Tessa (Josephine Langford) tenta esquecer Hardin (Hero Fiennes Tiffin), o jovem caótico e revoltado que partiu seu coração. Porém, ela está prestes a descobrir que alguns amores não podem ser superados. Hardin sabe que cometeu o pior erro de sua vida ao ter magoado a jovem tão profundamente, mas vai lutar com toda a sua força para reconquistar o grande amor da sua vida.",105,16.3177
979,Irreversível,2002-05-22,Drama,7.171,3389,3500000,6500000,Gaspar Noé,https://image.tmdb.org/t/p/w500/zp6q1MQ9qEJuJj3zvQ5HJuutvQb.jpg,"O filme narra, de trás para frente, a história de uma vingança. A primeira seqüência mostra dois amigos desesperados, Marcus (Vincent Cassel) e Pierre (Albert Dupontel), saindo pelo submundo de Paris à procura do homem que teria estuprado e espancado Alex (Monica Bellucci), a atual namorada de Marcus e ex-namorada de Pierre. Em seguida, a narrativa volta passo a passo no tempo para mostrar como Marcus e Pierre descobriram o nome do autor do crime, recuando até o próprio estupro e os eventos que o antecederam.",94,16.3135
447332,Um Lugar Silencioso,2018-04-03,Terror,7.395,15610,17000000,340955294,John Krasinski,https://image.tmdb.org/t/p/w500/jk1LYcbiuUr0tv37cVcmp4u9KcN.jpg,"Em uma fazenda dos Estados Unidos, uma família do meio-oeste é perseguida por uma entidade fantasmagórica assustadora. Para se protegerem, eles devem permanecer em silêncio absoluto, a qualquer custo, pois o perigo é ativado pela percepção do som.",90,16.3133
1242011,Juntos,2025-07-14,Terror,6.902,1300,17000000,34747399,Michael Shanks,https://image.tmdb.org/t/p/w500/m9jfOWLuyYejyJX17wRFUQGtUji.jpg,"O que poderia ser uma oportunidade para recomeçar logo se transforma em um verdadeiro pesadelo, quando uma força sobrenatural começa a corromper sua relação, suas mentes e seus corpos. À medida que se afastam de tudo o que conheciam, o casal descobre que, para permanecerem juntos, terão que enfrentar um horror muito maior do que o que os separava.",102,16.3099
19913,(500) Dias com Ela,2009-07-17,Comédia,7.305,11211,7500000,60781545,Marc Webb,https://image.tmdb.org/t/p/w500/lYA0g5vS43u9fqzoqOhA2sKwi0z.jpg,"Um romântico escritor se surpreende quando sua namorada Summer termina o namoro repentinamente. Com isso, ele relembra vários momentos dos 500 dias que passaram juntos para tentar descobrir onde seu caso de amor se perdeu e vai redescobrindo suas verdadeiras paixões.",93,16.3082
