id,titulo,ano,genero,nota,votos,orcamento,receita,diretor,poster,sinopse,duracao,popularidade
969681,Homem-Aranha: Um Novo Dia,2026-07-29,Ficção científica,7.885,1920,225000000,2022543660,Destin Daniel Cretton,https://image.tmdb.org/t/p/w500/x0nvYzQpyJc5pdT9lMnkMuYAg0O.jpg,"É um novo dia para Peter Parker. Combatendo o crime em tempo integral como Homem-Aranha em um mundo que não se lembra mais dele e lidando com a pressão de ver seus antigos amigos seguirem em frente sem sua presença, Peter passa por uma mudança que talvez nem ele tenha o poder de controlar. Mas essa transformação também pode ser a única coisa capaz de deter uma surpreendente nova ameaça à cidade e às pessoas que ele ama: um poderoso vilão que ninguém sequer consegue enxergar.",143,1872.4338
1368337,A Odisseia,2026-07-15,Aventura,7.99,2936,250000000,1294477255,Christopher Nolan,https://image.tmdb.org/t/p/w500/muMwJAiMtReEHLKpKMWt2rMkYF7.jpg,"Acompanhe a saga de Odisseu, o lendário rei de Ítaca, em sua longa e perigosa jornada de retorno ao lar após a Guerra de Troia.",172,778.47
634649,Homem-Aranha: Sem Volta Para Casa,2021-12-15,Ação,7.94,22749,200000000,1921426073,Jon Watts,https://image.tmdb.org/t/p/w500/xaKydnMw6wR1MBAjS5seGPVusbs.jpg,"Peter Parker é desmascarado e não consegue mais separar sua vida normal dos grandes riscos de ser um super-herói. Quando ele pede ajuda ao Doutor Estranho, os riscos se tornam ainda mais perigosos, e o forçam a descobrir o que realmente significa ser o Homem-Aranha...",149,438.3768
1084244,Toy Story 5,2026-06-17,Animação,7.825,1061,250000000,1115340965,Andrew Stanton,https://image.tmdb.org/t/p/w500/sssrBhdvDcczgMQYDc8oCoSuFEJ.jpg,"O trabalho de Buzz, Woody, Jessie e do resto da gangue fica exponencialmente mais difícil quando eles enfrentam uma nova ameaça à diversão: a tecnologia.",100,388.1231
1323244,Rage of Stars,2026-08-06,Ação,5.4,5,0,0,Łukasz Róg,https://image.tmdb.org/t/p/w500/oLld47ZT1I3iecM3OWhIphohQUJ.jpg,,0,339.1926
1375646,Zona Zero,2026-05-21,Ação,8.106,540,0,0,Yeon Sang-ho,https://image.tmdb.org/t/p/w500/5tQ8kDNk00HPuVb43pZH1BmcNWQ.jpg,"De repente, um vírus que sofre mutações rápidas é liberado em uma conferência de biologia, forçando o isolamento imediato do local. A contaminação se espalha rapidamente, e os infectados não apenas atacam, eles evoluem de formas imprevisíveis e cada vez mais perigosas. Presos nesse confinamento, um grupo de sobreviventes precisa lutar pela própria vida enquanto, a cada minuto, as regras do jogo mudam.",122,300.1541
1315772,Minions & Monstros,2026-06-24,Aventura,7.491,744,85000000,484839794,Pierre Coffin,https://image.tmdb.org/t/p/w500/hTowtXrkCY7FJyoj4p91JckrJSE.jpg,"Esta é a frenética, ridícula e totalmente verdadeira história de como os Minions conquistaram Hollywood, se tornaram estrelas de cinema, perderam tudo, libertaram monstros pelo mundo e, depois, se uniram para tentar salvar o planeta do caos que eles mesmos haviam acabado de criar.",87,288.8608
1284041,A Última Casa,2026-08-06,Terror,6.913,870,0,0,Louis Leterrier,https://image.tmdb.org/t/p/w500/AqOwuZ4X0Ssi3LIsYqXNw52IIvW.jpg,Uma família trancada misteriosamente na própria casa precisa se unir para sobreviver à escassez de recursos e à força sombria que a mantém presa.,110,243.5797
1339713,Obsessão,2026-05-13,Terror,8.2,4830,750000,495693715,Curry Barker,https://image.tmdb.org/t/p/w500/wUc6IDf5ChjM1UyQye21qFBeJY0.jpg,"Sem grandes pretensões, um romântico incurável compra um brinquedo que promete realizar desejos únicos. Ele quebra o artefato misterioso enquanto pede para conquistar a crush e consegue exatamente o que desejava, mas descobre que a consequência é sinistra.",100,238.3554
1101383,O Fim da Rua,2026-08-12,Ficção científica,6.537,245,80000000,47010488,David Robert Mitchell,https://image.tmdb.org/t/p/w500/4uuHvSqtAqbFFl0ZgOMx3xbGw1J.jpg,"Após um misterioso evento cósmico abalar o bairro Oak Street e o transportar dos subúrbios para um lugar desconhecido, a família Platt descobre que sua sobrevivência vai depender da união entre todos para enfrentar um ambiente agora irreconhecível.",100,217.1636
1284465,A Morte de Robin Hood,2026-06-18,Aventura,6.3,227,25000000,3200000,Michael Sarnoski,https://image.tmdb.org/t/p/w500/o0QndnepFPWget2kdKpzh26RBYt.jpg,"Atormentado pelas cicatrizes de uma vida marcada pelo crime, Robin Hood sobrevive por pouco àquela que acreditava ser sua batalha final. Gravemente ferido, ele é encontrado por uma mulher misteriosa que o recolhe das sombras e passa a cuidar de seus ferimentos. Com o corpo fora de combate, cada erro cometido no passado volta para assombrá-lo.",123,212.8565
1108427,Moana,2026-07-08,Família,6.007,201,250000000,293019159,Thomas Kail,https://image.tmdb.org/t/p/w500/eEsiTi19EYBluPQliS3CMnBgqTj.jpg,"Na Polinésia Antiga, quando uma terrível maldição contraída por Maui chega à ilha de um impetuoso chefe, sua filha obstinada responde ao chamado do Oceano para procurar o semideus e consertar as coisas. Adaptação live-action do filme de animação da Disney de 2016 'Moana'",115,178.6083
1275779,Dia D,2026-06-10,Ficção científica,7.5,2890,115000000,240659748,Steven Spielberg,https://image.tmdb.org/t/p/w500/pmff1wjKrgJi92PPr346lAifzlg.jpg,"O mundo entra em colapso quando uma meteorologista, em plena transmissão ao vivo, é dominada por uma força invisível, perdendo a fala e emitindo sons perturbadores. Enquanto fenômenos inexplicáveis e sinais de controle mental em massa se espalham, um informante tenta expor segredos governamentais guardados por décadas.",146,175.2468
1212763,A Morte do Demônio: Em Chamas,2026-07-07,Terror,7.867,1171,20000000,71433538,Sébastien Vaniček,https://image.tmdb.org/t/p/w500/fteLdvfRnltfLjAEnsl5E3vImnW.jpg,"Após a perda do marido, uma mulher busca consolo com seus sogros em sua casa isolada. À medida que, um a um, eles são transformados em Deadites — transformando o encontro em uma reunião familiar infernal —, ela descobre que os votos que fez em vida... continuam vivos mesmo após a morte.",117,169.309
1081003,Supergirl,2026-06-24,Ação,6.745,1937,175000000,126349292,Craig Gillespie,https://image.tmdb.org/t/p/w500/qhXfLI1gDWaahzfHT0cb2CH61hO.jpg,"Quando um adversário implacável atinge alguém muito próximo dela, Kara Zor-El relutantemente une forças com uma companheira improvável em uma épica jornada interestelar de vingança e justiça.",108,138.8174
82023,Hotel Desire,2011-12-07,Drama,6.172,154,230758,0,Sergej Moya,https://image.tmdb.org/t/p/w500/myzQj8Rk178DrWsiZjVKjz7Kj9P.jpg,"O filme conta a história de mãe solteira Antonia. Nos oito anos que se passaram desde o nascimento de seu filho, ela parou para tomar, além de deveres maternos e seu lugar como uma mulher. E parece que ela já chegou a um acordo com o seu triste destino. Resignada, ela observa que é para os homens da sua idade tornaram-se aparentemente invisível. Eles rotineiramente realizada neste dia insuportavelmente quente, o seu trabalho no Mare Mira hotel. É um dia como todos os outros. Até seu caminho cruza com um convidado que vê o mundo com olhos diferentes ...",38,137.406
1307118,Soulm8te,2026-07-31,Terror,7.223,202,0,0,Kate Dolan,https://image.tmdb.org/t/p/w500/bNErActDctl6cdUGw9pnjSCmyhQ.jpg,"Um homem adquire um androide com inteligência artificial para lidar com o luto de sua falecida esposa. No entanto, ao tentar criar uma parceira verdadeiramente senciente, ele acaba transformando, inadvertidamente, um robô inofensivo em uma alma gêmea mortal.",99,132.0729
1083381,Backrooms: Um Não-Lugar,2026-05-27,Terror,7.1,2848,10000000,393159819,Kane Parsons,https://image.tmdb.org/t/p/w500/a1pgQeEge47xrS4jGlDwIHiieVK.jpg,"Em 1990, o vendedor de móveis Clark descobre em sua loja um portal para os ""Backrooms"", um labirinto infinito de escritórios surreais. Fascinado, ele convence sua funcionária Kat e o namorado dela a mapearem as anomalias do local. Após o desaparecimento de Clark, sua terapeuta, a Dra. Mary Kline, mergulha na dimensão impossível para resgatá-lo, sendo forçada a confrontar seus próprios traumas enquanto busca uma saída.",110,131.2784
315635,Homem-Aranha: De Volta ao Lar,2017-07-05,Ação,7.333,23684,175000000,880978185,Jon Watts,https://image.tmdb.org/t/p/w500/1nkwRL17cAGO8A1yu3miRBdvOsl.jpg,"Depois de atuar ao lado dos Vingadores, chegou a hora de Peter Parker voltar para casa e para a sua vida, já não mais tão normal.",133,129.1004
1273221,Todo Mundo em Pânico,2026-06-03,Comédia,6.44,1668,30000000,231467451,Michael Tiddes,https://image.tmdb.org/t/p/w500/y9yJd2qIIwhZcllHeKHsz5eRvNr.jpg,"Vinte e seis anos depois de escaparem de um assassino mascarado suspeitosamente familiar, o Quarteto Fantástico está de volta à mira do criminoso, e nenhuma propriedade intelectual de filmes de terror está a salvo.",95,127.5083
687163,Devoradores de Estrelas,2026-03-15,Ficção científica,8.652,7167,200000000,684234722,Phil Lord,https://image.tmdb.org/t/p/w500/2i8uru7rlbHKaoIbC2V4FZLT7uW.jpg,"O professor de ciências Ryland Grace acorda em uma espaçonave a anos-luz de casa, sem nenhuma lembrança de quem é ou como chegou ali. À medida que sua memória retorna, ele começa a descobrir sua missão: resolver o enigma de uma substância misteriosa que está fazendo o Sol morrer. Ele precisará recorrer ao seu conhecimento científico e a ideias nada convencionais para salvar tudo na Terra da extinção… mas uma amizade inesperada pode significar que ele não terá que fazer isso sozinho.",157,127.2495
1003596,Vingadores: Doutor Destino,2026-12-16,Ficção científica,0.0,0,0,0,Joe Russo,https://image.tmdb.org/t/p/w500/j8ThEXgdGWYg1uWdSqygOSnlIA2.jpg,"Heróis icônicos de três universos diferentes são colocados em rota de colisão mortal e enfrentam uma ameaça existencial sem precedentes, diferente de tudo que já vivenciaram antes.",165,118.2699
1481343,A Boca do Diabo,2026-07-29,Terror,6.59,653,0,0,Jeff Wadlow,https://image.tmdb.org/t/p/w500/2CZecxLrTSmzngWqIGganSMg6gK.jpg,"Cinco amigos exploram as cavernas da Boca do Diabo, na Tailândia, para uma última aventura antes de começar a vida real. Mas logo descobrem que há algo mortal à espreita embaixo d'água.... veloz, silencioso e letal. Na escuridão sufocante, a confiança se desfaz, o pânico se espalha e cada passo errado se torna uma luta pela sobrevivência.",106,111.0638
980431,Avatar Aang: O Último Mestre do Ar,2026-07-24,Animação,9.228,898,0,0,Lauren Montgomery,https://image.tmdb.org/t/p/w500/tiUtJXN4OZaK2PQM0q8mbbBgKS4.jpg,"O Avatar Aang, o último mestre do ar do mundo, toma conhecimento de um poder antigo que poderia salvar sua cultura da extinção. Com a ajuda de seus amigos, ele embarca em uma busca global para encontrá-lo antes que caia em mãos erradas e ameace destruir a paz que eles sacrificaram tudo para alcançar.",99,110.9348
1594914,Lucky Strike,2026-06-26,Ação,7.3,30,10000000,803112,Rod Lurie,https://image.tmdb.org/t/p/w500/7AEBdyGYXumXWmMFeynE8227KeZ.jpg,"Um soldado americano ferido luta para sobreviver atrás das linhas inimigas durante a Batalha das Ardenas, na Segunda Guerra Mundial, contra os alemães, confiando em seu instinto, habilidades de espionagem e um rádio portátil para evitar a captura e encontrar o caminho de volta para sua unidade.",102,108.8539
1612018,Jackass: O Último é o Melhor,2026-06-25,Ação,7.5,161,10000000,310282181,Jeff Tremaine,https://image.tmdb.org/t/p/w500/pU9949BZVMUmZtiEiJyN76bFaLA.jpg,"johnny knoxville e toda turma estão de volta para uma última jornada, trazendo novas acrobacias, bobagens inéditas e os momentos mais icônicos de uma geração de caos. celebre com seus amigos mais bobos e gargalhem mais do que nunca… pela última vez.",92,106.6404
454639,Mestres do Universo,2026-06-03,Ação,7.177,1866,200000000,113763426,Travis Knight,https://image.tmdb.org/t/p/w500/atpb7NKSyM4bJSUY8vQTunzK4Na.jpg,"Adam caiu na Terra quando era criança e perdeu a espada mágica que o ligava a Eternia. Quase 20 anos depois, ele a recupera e retorna ao seu planeta natal para protegê-lo do malvado Esqueleto, mas primeiro precisa desvendar seu passado.",133,105.1579
1698863,The Odyssey,2026-07-03,Aventura,4.063,263,0,0,Marcel Walz,https://image.tmdb.org/t/p/w500/xBHCRB7zLIW41w8QskfwJhm32YF.jpg,,86,103.6476
1523145,Coração Partido,2026-03-26,Romance,7.1,121,3716000,7578000,Михаил Вайнберг,https://image.tmdb.org/t/p/w500/lsa8cLHVMPcKiSV5blNOqHTpQil.jpg,"A adolescente Polina tenta recomeçar a vida em uma nova cidade, mas logo se torna alvo de bullying na escola. Tudo muda quando Bars, o aluno mais temido e misterioso do colégio, oferece proteção em troca de que ela siga suas próprias regras. O que começa com um “fake dating” logo evolui para uma relação intensa e emocionalmente complexa, marcada por dependência, vulnerabilidade e uma crescente necessidade de pertencimento.",105,103.2321
557,Homem-Aranha,2002-05-01,Ação,7.345,21181,139000000,821708551,Sam Raimi,https://image.tmdb.org/t/p/w500/RbZQL5hXmydecu82UHw9ZGyytB.jpg,"Peter Parker é um jovem estudioso que vive com seus tios, Ben e May, desde que seus pais faleceram. Peter tem dificuldade em se relacionar com seus colegas, por ser tímido e por eles o considerarem um nerd. Até que, em uma demonstração científica, um acidente inesperado faz com que uma aranha modificada geneticamente pique Peter. A partir de então seu corpo é quimicamente alterado pela picada da aranha.",121,101.0598
950028,O Convite,2026-06-25,Comédia,7.4,272,6000000,42892172,Olivia Wilde,https://image.tmdb.org/t/p/w500/yXLx87GoPrM1ofZyIdFJOaqCjKP.jpg,"O casamento de Joe e Angela está por um fio. Quando eles convidam seus enigmáticos vizinhos do andar de cima para um jantar, a noite toma rumos inesperados.",107,100.7257
1564614,Leviticus,2026-06-17,Terror,6.796,379,3500000,8493480,Adrian Chiarella,https://image.tmdb.org/t/p/w500/5M2dI8TJeRNY3Aeidhp3Ujrb3aI.jpg,Dois adolescentes precisam escapar de uma entidade violenta que assume a forma da pessoa que eles mais desejam — um ao outro.,88,92.8966
1311031,Demon Slayer: Kimetsu no Yaiba Castelo Infinito,2025-07-18,Animação,8.732,1891,20000000,733030221,外崎春雄,https://image.tmdb.org/t/p/w500/41XdjOXGQoH0HTDNqEfwKGvGgwm.jpg,"Enquanto os membros dos caçadores e os Hashira participavam de um rigoroso programa de fortalecimento coletivo, conhecido como Treinamento dos Hashira, em preparação para a batalha final contra os demônios, Muzan Kibutsuji aparece na Mansão Ubuyashiki. Com a vida do líder da organização em risco, Tanjiro e os Hashira correm até o quartel-general, mas acabam sendo lançados, pelas mãos de Muzan, em uma queda profunda rumo a um espaço misterioso para um confronto final, o Castelo Infinito.",155,92.4348
1280738,The Furious,2026-06-10,Ação,8.086,561,20000000,36653413,谷垣健治,https://image.tmdb.org/t/p/w500/k334z7zxOJlJvOsOwyRF6HClCvi.jpg,"Após a filha de Wang Wei ser sequestrada por uma rede criminosa e ele não receber ajuda da polícia corrupta, Wei decide encontrá-la por conta própria. Seu único aliado é Navin, um jornalista implacável cuja esposa desapareceu misteriosamente. Movidos por uma fúria vingativa, a dupla improvável enfrenta os sequestradores impiedosamente neste explosivo confronto de artes marciais.",114,90.7448
278,Um Sonho de Liberdade,1994-09-23,Drama,8.728,31078,25000000,28341469,Frank Darabont,https://image.tmdb.org/t/p/w500/umX3lBhHoTV7Lsci140Yr8VpXyN.jpg,"Em 1946, Andy Dufresne, um banqueiro jovem e bem sucedido, tem a sua vida radicalmente modificada ao ser condenado por um crime que nunca cometeu, o homicídio de sua esposa e do amante dela. Ele é mandado para uma prisão que é o pesadelo de qualquer detento, a Penitenciária Estadual de Shawshank, no Maine. Lá ele irá cumprir a pena perpétua. Andy logo será apresentado a Warden Norton, o corrupto e cruel agente penitenciário, que usa a Bíblia como arma de controle e ao Capitão Byron Hadley que trata os internos como animais. Andy faz amizade com Ellis Boyd Redding, um prisioneiro que cumpre pena há 20 anos e controla o mercado negro da instituição.",142,88.7998
1599191,仙逆剧场版：弑仙之战,,Animação,0.0,0,0,0,石头熊,https://image.tmdb.org/t/p/w500/m1dXI1997D7lj6Sh0Z2DI26o2nI.jpg,,0,88.4782
299536,Vingadores: Guerra Infinita,2018-04-25,Aventura,8.241,32615,300000000,2052415039,Joe Russo,https://image.tmdb.org/t/p/w500/A4kvp7vY1BDLrrQIagRCffLKj1t.jpg,"Homem de Ferro, Thor, Hulk e os Vingadores se unem para combater seu inimigo mais poderoso, o maligno Thanos. Em uma missão para coletar todas as seis pedras infinitas, Thanos planeja usá-las para infligir sua vontade maléfica sobre a realidade.",148,87.8112
83533,Avatar: Fogo e Cinzas,2025-12-17,Ficção científica,7.646,4154,350000000,1485999890,James Cameron,https://image.tmdb.org/t/p/w500/3almrQT8GnrDjnQeWotdExjJhZm.jpg,"Após a devastadora guerra contra a RDA e a perda de seu filho mais velho, Jake Sully e Neytiri enfrentam uma nova ameaça em Pandora: o Povo das Cinzas, uma tribo Na'vi violenta e sedenta por poder, liderada pela implacável Varang. A família de Jake deve lutar por sua sobrevivência e pelo futuro de Pandora em um conflito que os leva aos seus limites emocionais e físicos.",197,86.8115
755898,A Guerra dos Mundos,2025-07-29,Ficção científica,4.066,1082,10000000,0,Rich Lee,https://image.tmdb.org/t/p/w500/yY5CbfXBxsPvYi0TzmaCP7uunnn.jpg,"Will Radford é um renomado analista de cibersegurança do Departamento de Segurança Interna dos Estados Unidos, encarregado de rastrear possíveis ameaças à segurança nacional por meio de um programa de vigilância em massa. No entanto, um ataque inesperado por uma entidade desconhecida o leva a suspeitar que o governo esteja escondendo algo dele… e do restante do mundo.",90,84.5051
441168,Aluna Exemplar e Estrela Pornô,2017-02-11,Drama,5.9,167,0,0,Vanessa Parise,https://image.tmdb.org/t/p/w500/7o7qmymPy1D9mASODsrOHq41Fye.jpg,"Miriam Weeks, também conhecida como Belle Knox, ganhou notoriedade por estrelar em filmes pornográficos para pagar suas despesas na Duke University. Uma decisão que mudou sua vida para sempre.",87,83.4264
1314481,O Diabo Veste Prada 2,2026-04-29,Comédia,7.069,2111,100000000,691379651,David Frankel,https://image.tmdb.org/t/p/w500/50yWyY981TyUHhoxxSEKwO70FmQ.jpg,"Miranda Priestly navega por sua carreira em meio ao declínio das publicações tradicionais de revistas. Ela se confronta com Emily Charlton, sua ex-assistente, agora uma influente executiva de um grupo de luxo, que detém verbas publicitárias de que Miranda Priestly precisa desesperadamente.",119,78.613
1493400,Camp Rock 3,2026-08-13,Música,6.323,65,0,0,Veronica Rodriguez,https://image.tmdb.org/t/p/w500/rS7byWK9cfPfdLeFNlRIaJxH9mN.jpg,"O Connect 3 perde sua banda de abertura para uma grande turnê de reunião e decide retornar ao amado Camp Rock para descobrir o próximo grande talento. Enquanto os campistas disputam a chance de abrir os shows de sua banda favorita, as tensões aumentam e as amizades são testadas, levando a alianças inesperadas, revelações e romances.",93,83.3879
1408162,விஸ்வநாத் & சன்ஸ்,2026-08-14,Drama,8.429,7,0,0,Venky Atluri,https://image.tmdb.org/t/p/w500/pjhMuXD5LzjaCmOeKe31S4cYd1O.jpg,,161,78.6765
24428,Os Vingadores: The Avengers,2012-04-25,Ficção científica,8.067,39291,220000000,1518815515,Joss Whedon,https://image.tmdb.org/t/p/w500/PtSapjHdDjlVcsqdEo0u7rDE6i.jpg,"Loki, o irmão de Thor, ganha acesso ao poder ilimitado do cubo cósmico ao roubá-lo de dentro das instalações da S.H.I.E.L.D. Nick Fury, o diretor desta agência internacional que mantém a paz, logo reúne os únicos super-heróis que serão capazes de defender a Terra de ameaças sem precedentes. Homem de Ferro, Capitão América, Hulk, Thor, Viúva Negra e Gavião Arqueiro formam o time dos sonhos de Fury, mas eles precisam aprender a colocar os egos de lado e agir como um grupo em prol da humanidade.",143,77.2303
89657,Country Hooker,1974-10-04,Drama,4.2,6,0,0,Lew Guinn,https://image.tmdb.org/t/p/w500/v1idmJb9QWzhRllXlveKxYtsAHG.jpg,,75,76.7839
1127384,Águas Mortais,2026-04-30,Terror,7.135,405,0,2286163,Renny Harlin,https://image.tmdb.org/t/p/w500/dWsw0X420R6ngEcVCkNlZ189Amr.jpg,"Um voo de Los Angeles para Xangai cai no meio do Oceano Pacífico. Após sobreviverem ao acidente, os passageiros logo percebem que não estão sozinhos e precisam lutar pela própria vida em águas infestadas por tubarões.",106,71.4917
429617,Homem-Aranha: Longe de Casa,2019-06-28,Ação,7.394,17431,160000000,1132723226,Jon Watts,https://image.tmdb.org/t/p/w500/tX0o4AdHpidgniTWwfzK0dNTKrc.jpg,"Peter Parker está em uma viagem de duas semanas pela Europa, ao lado de seus amigos de colégio, quando é surpreendido pela visita de Nick Fury. Convocado para mais uma missão heroica, ele precisa enfrentar vários vilões que surgem em cidades-símbolo do continente, como Londres, Paris e Veneza, e também a aparição do enigmático Mysterio.",130,70.4393
1930,O Espetacular Homem-Aranha,2012-06-23,Ação,6.753,18930,215000000,758725893,Marc Webb,https://image.tmdb.org/t/p/w500/gxSsFBCFuDhVQMCuIDoZcmHOqlY.jpg,"Peter Parker está tentando saber mais sobre sua origem. Ele encontra uma pasta que pertenceu ao seu pai e quer descobrir por que seus pais desapareceram. Sua busca o leva a Oscorp e ao dr. Curt Connors, que tem como alterego o letal Lagarto.",136,74.2722
1630409,O Cobrador de Dívidas,2026-07-20,Ação,7.968,109,0,0,สุรพงษ์ เพลินแสง,https://image.tmdb.org/t/p/w500/qBKdfIV8YeReAYyzebW7R14vWhe.jpg,"Assombrado pela culpa após a prisão, um ex-cobrador de dívidas corre contra uma doença terminal, retornando ao seu antigo mundo para vingar as vítimas dos agiotas.",134,73.1712
5721,Vixen!,1968-10-15,Drama,5.486,108,73000,8000000,Russ Meyer,https://image.tmdb.org/t/p/w500/wJScc4TQpz7FZmTl0GN11Xf4X8q.jpg,"Este é o primeiro filme daquela que viria a ser a mais conhecida série do realizador de culto da comédia erótica norte americana, Russ Meyer, o mestre inconfundível do cinema que nos deu a ver as mais generosamente dotadas mulheres do mundo.  Vixen é uma jovem e esplendorosa mulher que vive com o seu marido numa estalagem na floresta. Vixen é uma força da natureza e no convivio diário com a vida selvagem, os seus sentidos estão sempre à beira de explodir. Para Vixen, fazer amor é como respirar e uma alegria que tem que partilhar com toda a gente: o jovem marido, o irmão, o guarda-florestal, um casal em visita, de que nem a mulher escapa... Vixen é uma bela e escultural rapariga, uma mulher insaciavel, que não sabe dizer que não...",70,72.5169
1569947,O Padre: O Massacre no Dia de Ação de Graças,2025-08-08,Terror,3.481,54,0,0,Steve Lawson,https://image.tmdb.org/t/p/w500/gH8pWTFrJcVQv5EsLgc9XAUFfFr.jpg,"Durante o Dia de Ação de Graças, um padre se vê no centro de uma onda de violência quando um massacre atinge sua comunidade. À medida que o caos se instala, ele precisa confrontar não apenas a brutalidade ao seu redor, mas também seus próprios limites de fé e sobrevivência",83,72.387
157336,Interestelar,2014-11-05,Aventura,8.485,40810,165000000,746606706,Christopher Nolan,https://image.tmdb.org/t/p/w500/6ricSDD83BClJsFdGB6x7cM0MFQ.jpg,"As reservas naturais da Terra estão chegando ao fim e um grupo de astronautas recebe a missão de verificar possíveis planetas para receberem a população mundial, possibilitando a continuação da espécie. Cooper é chamado para liderar o grupo e aceita a missão sabendo que pode nunca mais ver os filhos. Ao lado de Brand, Jenkins e Doyle, ele seguirá em busca de um novo lar.",169,67.2233
1285366,愛のぬくもり,2024-07-06,Romance,6.2,4,0,0,今岡信治,https://image.tmdb.org/t/p/w500/3r0O6BW9USoZ9mteCVyNKMQriRL.jpg,,91,71.5511
1084242,Zootopia 2,2025-11-26,Animação,7.677,3288,150000000,1868208796,Jared Bush,https://image.tmdb.org/t/p/w500/sOgzzmyHJ3uWjEU509AwrcXoE71.jpg,Os detetives Judy Hopps e Nick Wilde se encontram na trilha sinuosa de um réptil misterioso que chega a Zootopia e vira a metrópole dos mamíferos de cabeça para baixo.,108,70.7946
1110034,Kraken: O Terror das Profundezas,2026-02-06,Terror,6.248,278,1000000,14329678,Pål Øie,https://image.tmdb.org/t/p/w500/lb8lEHDWRAflGr0daGsmJVoey2d.jpg,"Um biólogo marinho investiga uma fazenda de peixe. Adolescentes mortos e curiosos acreditam que uma criatura gigantesca com vários tentáculos está localizada nas profundezas do fiordo, pronta para esmagar suas vítimas.",94,70.2476
1510795,"Shake, Rattle & Roll: As Origens do Mal",2026-06-05,Terror,5.071,14,0,0,Shugo Praico,https://image.tmdb.org/t/p/w500/4NSwhJVIvO54GyWsvGXHxRPRd3q.jpg,"Dos corredores assombrados da abadia no passado, de um tumulto assassino no Halloween no presente a um apocalipse monstruoso no futuro; a décima sétima edição traz três histórias de terror em cada ciclo.",148,61.5329
1439930,O Justiceiro: Uma Última Morte,2026-05-12,Ação,8.295,2088,0,0,Reinaldo Marcus Green,https://image.tmdb.org/t/p/w500/ppRmgI2MbEOADvKKvlNoRJHPXOT.jpg,"Enquanto Frank Castle busca um significado além da vingança, uma força inesperada o arrasta de volta para a luta.",51,68.9522
1698856,Master of the Universe,2026-05-22,Ficção científica,5.0,72,0,0,Marcel Walz,https://image.tmdb.org/t/p/w500/a77OcLmarwiBJakOPPC36m58t4L.jpg,,81,61.0478
1504358,Não Deseje Boa Sorte,2026-08-13,Comédia,7.1,35,0,0,Julia Hart,https://image.tmdb.org/t/p/w500/l6cwkNbPIOdjvFwm7XZTI2EZhZu.jpg,Sophie Birenbaum está pronta para brilhar no musical da escola. Mas a situação complica quando ela precisa enfrentar mais drama dentro de casa do que em cima do palco.,96,68.7627
1226863,Super Mario Galaxy: O Filme,2026-04-01,Família,8.242,3485,110000000,1012203331,Aaron Horvath,https://image.tmdb.org/t/p/w500/b3WeTp42eJSRuE4UZfyPCOJW4c.jpg,"Depois de salvar o Reino dos Cogumelos, Mario e seus amigos se encontram em uma missão intergaláctica para deter um novo vilão ameaçador.",95,60.4349
559,Homem-Aranha 3,2007-05-01,Ação,6.475,15600,258000000,894983373,Sam Raimi,https://image.tmdb.org/t/p/w500/5831VrgpYNPEokBwxurLVpQ3twM.jpg,"O relacionamento entre Peter Parker e Mary Jane parece estar dando certo, mas outros problemas começam a surgir. A roupa de Homem-Aranha torna-se preta e acaba controlando Peter, que apesar de aumentar seus poderes, revela o lado obscuro de sua personalidade. Os vilões Venon e Homem-Areia tentam destruir o super-herói.",139,62.6895
569094,Homem-Aranha: Através do Aranhaverso,2023-05-31,Animação,8.344,9043,100000000,690897910,Justin K. Thompson,https://image.tmdb.org/t/p/w500/fBS6y0LYX4kU6pPSBYMdQy6SIHX.jpg,"Miles Morales retorna para o próximo capítulo da saga do Aranhaverso, uma aventura épica que transportará o Homem-Aranha em tempo integral e amigável do bairro do Brooklyn através do Multiverso para unir forças com Gwen Stacy e uma nova equipe de Homens-Aranha para enfrentar com um vilão mais poderoso do que qualquer coisa que eles já encontraram.",140,62.7986
299534,Vingadores: Ultimato,2019-04-24,Aventura,8.239,28369,356000000,2799439100,Anthony Russo,https://image.tmdb.org/t/p/w500/9fRX8UKlIW7Lb9GqNsJVakWWFCi.jpg,"Após os eventos devastadores de ""Vingadores: Guerra Infinita"", o universo está em ruínas devido aos esforços do Titã Louco, Thanos. Com a ajuda de aliados remanescentes, os Vingadores devem se reunir mais uma vez a fim de desfazer as ações de Thanos e restaurar a ordem no universo de uma vez por todas, não importando as consequências.",181,64.0922
155,Batman: O Cavaleiro das Trevas,2008-07-16,Ação,8.534,36443,185000000,1004558444,Christopher Nolan,https://image.tmdb.org/t/p/w500/4lj1ikfsSmMZNyfdi8R8Tv5tsgb.jpg,"Após dois anos desde o surgimento do Batman, os criminosos de Gotham City têm muito o que temer. Com a ajuda do tenente James Gordon e do promotor público Harvey Dent, Batman luta contra o crime organizado. Acuados com o combate, os chefes do crime aceitam a proposta feita pelo Coringa e o contratam para combater o Homem-Morcego.",152,61.3608
